Age,City,Economic Status,Profession,Most Used Pokemon Type,Average Pokemon Level,Criminal Record,PokéBall Usage,Win Ratio,Number of Gym Badges,Is Pokemon Champion,Battle Strategy,Number of Migrations,Rare Item Holder,Debt to Kanto,Charity Participation,Team Rocket,Name
61,Fuchsia City,High,Rocket Grunt,Fighting,80,0,HealBall,27,0,False,Unpredictable,20,False,69070,True,False,Christopher Rodriguez
60,Lavender Town,High,Rocket Grunt,Fairy,99,0,TimerBall,55,1,False,Aggressive,18,False,8199,True,False,Christopher Moore
29,Cerulean City,Middle,Rocket Grunt,Fairy,99,0,UltraBall,58,2,False,Defensive,11,False,21394,True,False,Adam Williams
68,Vermilion City,High,Black Market Dealer,Electric,10,0,DarkBall,74,3,False,Defensive,25,False,72863,True,False,Mark Walker
46,Saffron City,High,Black Market Dealer,Electric,78,0,MasterBall,52,1,False,Defensive,14,False,84051,True,False,Robert Walker
54,Pallet Town,Middle,Daycare Worker,Ghost,55,0,DuskBall,44,5,False,Unpredictable,1,False,88068,True,False,Kevin García
58,Viridian City,Low,Breeder,Ice,43,1,DuskBall,43,2,True,Aggressive,11,False,342227,False,True,James Ramirez
21,Fuchsia City,Middle,Nurse,Fighting,88,0,GreatBall,29,0,False,Aggressive,15,False,29033,True,False,Adam Smith
34,Viridian City,High,PokéMart Seller,Fairy,41,0,UltraBall,42,1,False,Aggressive,20,False,71211,True,False,William Perez
57,Vermilion City,Low,Nurse,Fairy,97,0,MasterBall,46,4,False,Defensive,16,False,48975,True,False,William Smith
48,Pallet Town,Middle,Casino Worker,Normal,26,0,DarkBall,21,2,False,Defensive,1,False,96102,True,False,Henry Jones
29,Vermilion City,Middle,PokéMart Seller,Normal,94,0,DarkBall,30,0,False,Unpredictable,30,True,200117,False,True,William Johnson
61,Saffron City,Middle,Researcher,Psychic,91,0,DuskBall,41,0,False,Unpredictable,25,False,96004,True,False,Mark Taylor
50,Saffron City,Low,Breeder,Grass,75,0,MasterBall,81,4,False,Aggressive,24,False,55674,True,False,James Moore
58,Saffron City,Middle,Biker,Water,94,0,PokéBall,21,4,False,Defensive,2,False,49436,True,False,John Ramirez
61,Cinnabar Island,High,Elite Trainer,Dark,14,0,GreatBall,67,2,False,Unpredictable,12,False,25074,True,False,Mark Young
20,Saffron City,Middle,Scientist,Bug,50,0,MasterBall,45,1,False,Unpredictable,22,False,75621,True,False,Samuel Hernández
58,Vermilion City,Low,Gym Leader Assistant,Dragon,69,0,DarkBall,29,1,False,Unpredictable,0,False,93603,True,False,Daniel Walker
70,Pewter City,Middle,Police Officer,Steel,63,0,TimerBall,68,4,False,Aggressive,24,False,39304,True,False,Joshua Walker
32,Cerulean City,Middle,Underground Battler,Grass,77,0,TimerBall,34,0,False,Defensive,25,False,94765,True,False,Ethan Jackson
12,Cerulean City,High,Gym Leader Assistant,Steel,96,0,DuskBall,22,6,False,Unpredictable,6,False,32571,True,False,Charles Perez
14,Viridian City,Middle,Researcher,Rock,77,0,DuskBall,24,0,False,Aggressive,9,False,34409,True,False,Daniel Smith
13,Lavender Town,High,Rocket Grunt,Dark,53,0,TimerBall,73,3,False,Unpredictable,18,False,99677,True,False,Robert Williams
58,Cerulean City,Middle,Breeder,Fighting,32,0,HealBall,39,0,False,Aggressive,6,False,94782,True,False,Anthony Anderson
18,Cerulean City,Middle,Fisherman,Steel,91,0,LuxuryBall,83,3,False,Unpredictable,22,False,26104,True,False,Ryan Johnson
18,Pallet Town,Low,Elite Trainer,Bug,88,1,PokéBall,63,8,False,Aggressive,24,True,76867,True,True,Robert Martin
68,Lavender Town,Low,Researcher,Normal,56,0,HealBall,84,0,False,Aggressive,8,False,64970,True,False,Michael Jones
17,Saffron City,Low,Daycare Worker,Dragon,17,0,TimerBall,23,2,False,Defensive,1,False,16364,True,False,Daniel Moore
66,Vermilion City,Low,Black Market Dealer,Rock,35,0,NetBall,22,5,False,Defensive,23,False,10262,True,False,Ethan Gonzalez
17,Cinnabar Island,Middle,Casino Worker,Rock,74,0,DuskBall,32,0,False,Unpredictable,24,False,57434,True,False,Aaron Miller
51,Lavender Town,Middle,Rocket Grunt,Ice,76,0,TimerBall,50,1,False,Defensive,21,False,47045,True,False,Kevin Jackson
60,Cerulean City,Middle,Elite Trainer,Ghost,13,0,TimerBall,79,4,False,Unpredictable,5,False,338062,True,True,Henry Clark
30,Pewter City,Low,Rocket Grunt,Fire,9,0,GreatBall,33,1,False,Unpredictable,21,False,94380,True,False,Andrew Johnson
61,Vermilion City,Low,Champion,Fire,37,0,DuskBall,38,2,False,Aggressive,16,False,15964,True,False,Mark Miller
60,Fuchsia City,Middle,Gym Leader Assistant,Poison,40,0,PokéBall,52,2,False,Aggressive,15,False,89080,True,False,William Lopez
40,Lavender Town,Middle,Scientist,Dragon,40,0,MasterBall,38,8,False,Aggressive,14,False,18718,True,False,William Jackson
51,Vermilion City,Middle,Breeder,Ground,43,0,PokéBall,28,2,False,Defensive,14,False,41959,True,False,Christopher White
46,Cinnabar Island,Low,Police Officer,Normal,28,0,MasterBall,54,1,False,Defensive,21,False,99351,True,False,Adam Williams
23,Fuchsia City,Low,PokéMart Seller,Fairy,72,0,HealBall,29,1,False,Aggressive,11,False,68734,True,False,Mark Martin
16,Fuchsia City,Middle,Black Market Dealer,Ground,61,0,DuskBall,21,0,False,Defensive,5,False,59818,True,False,Robert Gonzalez
33,Vermilion City,Low,Scientist,Dark,56,0,DuskBall,54,0,False,Aggressive,6,False,22152,True,False,Anthony Lee
45,Cinnabar Island,Middle,Breeder,Dark,35,0,NetBall,73,4,False,Defensive,25,False,64457,True,False,Henry Smith
47,Cinnabar Island,High,Police Officer,Normal,73,0,DarkBall,27,4,False,Aggressive,12,False,57425,True,False,Jacob Clark
70,Vermilion City,High,Champion,Steel,13,0,HealBall,63,0,False,Defensive,10,False,75444,True,False,David White
54,Pallet Town,Low,Underground Battler,Water,22,0,DarkBall,30,3,False,Unpredictable,0,False,26007,True,False,Paul Sanchez
65,Pallet Town,Middle,Biker,Fairy,66,0,UltraBall,67,2,False,Defensive,7,False,58832,True,False,Ryan Hernández
46,Saffron City,Middle,Black Market Dealer,Ice,92,0,UltraBall,39,0,False,Unpredictable,25,False,23595,True,False,David Clark
70,Fuchsia City,Low,Fisherman,Fighting,80,0,GreatBall,22,5,False,Defensive,17,False,81226,True,False,John Martin
36,Pewter City,Middle,Champion,Psychic,13,1,NetBall,63,3,False,Unpredictable,21,False,134143,True,True,Ryan Roberts
60,Fuchsia City,Low,Daycare Worker,Fire,89,0,NetBall,22,5,False,Defensive,8,False,17327,True,False,Anthony Jackson
70,Pewter City,Low,Nurse,Fire,57,0,TimerBall,45,1,False,Defensive,7,False,94831,True,False,Jason Miller
45,Cerulean City,Middle,Champion,Grass,82,0,TimerBall,57,0,False,Defensive,12,False,83533,True,False,Adam Brown
68,Pewter City,Middle,Black Market Dealer,Electric,99,0,NetBall,23,2,False,Unpredictable,10,False,29520,True,False,Jacob Martínez
44,Vermilion City,Low,Elite Trainer,Ground,85,0,GreatBall,84,2,False,Aggressive,13,False,21986,True,False,Jacob Perez
42,Pallet Town,Low,Daycare Worker,Dragon,34,0,NetBall,46,3,False,Defensive,5,False,30340,True,False,John Jackson
56,Fuchsia City,Middle,Daycare Worker,Dark,81,0,GreatBall,39,1,False,Defensive,6,False,37719,True,False,Joseph Johnson
50,Lavender Town,Low,Gym Leader Assistant,Ground,43,0,TimerBall,47,0,False,Aggressive,15,False,95681,True,False,Michael Jackson
56,Pewter City,Middle,Underground Battler,Dark,66,0,HealBall,21,2,False,Aggressive,19,False,31784,True,False,Steven Lopez
28,Cerulean City,High,Fisherman,Psychic,27,0,PokéBall,72,3,False,Aggressive,7,False,73297,True,False,George Moore
52,Pewter City,Middle,Biker,Normal,36,0,DuskBall,22,4,False,Unpredictable,0,False,69393,True,False,Charles Taylor
55,Lavender Town,Low,Biker,Ground,29,1,LuxuryBall,34,4,False,Defensive,29,True,97482,True,True,Jason Jones
69,Pewter City,Middle,Elite Trainer,Water,94,0,HealBall,33,0,False,Aggressive,3,False,60746,True,False,David Young
57,Viridian City,Middle,Breeder,Water,78,0,HealBall,47,0,False,Aggressive,24,False,18282,True,False,James Lewis
57,Fuchsia City,Middle,Researcher,Steel,11,0,DuskBall,27,2,False,Aggressive,5,False,96912,True,False,Henry Thomas
19,Lavender Town,Middle,Daycare Worker,Dragon,93,0,GreatBall,56,3,False,Aggressive,12,False,72831,True,False,Christopher Martin
20,Lavender Town,Middle,Underground Battler,Flying,88,0,TimerBall,32,5,False,Aggressive,0,False,90130,True,False,Ryan García
46,Celadon City,Middle,Champion,Flying,80,0,HealBall,63,1,False,Unpredictable,0,False,45891,True,False,Ryan Hernández
18,Viridian City,Low,Police Officer,Flying,12,0,DuskBall,31,7,False,Aggressive,14,False,79296,True,False,Brian Roberts
25,Pallet Town,Low,Underground Battler,Rock,73,0,NetBall,31,4,False,Aggressive,23,False,144459,True,True,Brian Brown
61,Cerulean City,Low,Scientist,Electric,88,0,LuxuryBall,40,0,False,Aggressive,18,False,96433,True,False,John Gonzalez
43,Lavender Town,Low,Nurse,Normal,59,0,LuxuryBall,59,3,False,Unpredictable,20,False,97811,True,False,Ethan Brown
32,Saffron City,Middle,Breeder,Psychic,39,0,GreatBall,41,4,False,Aggressive,19,False,66121,True,False,James White
60,Vermilion City,Low,Champion,Steel,84,0,TimerBall,60,2,False,Unpredictable,16,False,53553,True,False,William Thomas
18,Lavender Town,Low,Underground Battler,Grass,34,0,HealBall,51,1,False,Aggressive,5,False,75157,True,False,Matthew Roberts
17,Pewter City,Middle,Gym Leader Assistant,Electric,91,0,DarkBall,23,4,False,Unpredictable,16,False,47282,True,False,Paul Taylor
14,Vermilion City,Low,Casino Worker,Rock,50,1,LuxuryBall,58,1,False,Defensive,9,False,96531,True,True,George Williams
52,Cerulean City,Low,Scientist,Steel,29,0,HealBall,52,8,False,Defensive,7,False,35027,True,False,Richard Roberts
11,Saffron City,Middle,Nurse,Grass,28,0,TimerBall,54,1,False,Defensive,25,False,68673,True,False,David Miller
64,Lavender Town,High,Fisherman,Grass,56,0,DuskBall,85,5,False,Aggressive,0,False,61966,True,False,Aaron Perez
34,Cinnabar Island,Middle,Scientist,Bug,82,0,GreatBall,78,0,False,Aggressive,16,False,30297,True,False,Richard White
33,Cinnabar Island,High,Casino Worker,Normal,45,0,MasterBall,28,0,False,Aggressive,3,False,9202,True,False,Charles Roberts
51,Saffron City,Middle,Researcher,Dark,9,0,TimerBall,25,0,False,Defensive,22,False,89884,True,False,Aaron Ramirez
37,Viridian City,Low,Underground Battler,Fairy,95,0,GreatBall,59,5,False,Unpredictable,7,True,10071,False,True,Matthew Lewis
20,Pewter City,Low,Police Officer,Fire,81,0,UltraBall,43,5,False,Defensive,18,False,8002,True,False,Mark Lewis
46,Vermilion City,Middle,Underground Battler,Ghost,28,0,MasterBall,70,1,False,Aggressive,10,False,17616,True,False,Ethan Brown
57,Fuchsia City,High,PokéMart Seller,Rock,25,0,LuxuryBall,69,1,False,Defensive,15,False,66816,True,False,David Smith
65,Lavender Town,Middle,Rocket Grunt,Fire,9,0,MasterBall,59,3,False,Defensive,12,False,71590,True,False,Ethan Taylor
16,Lavender Town,Middle,Gym Leader Assistant,Fairy,15,0,HealBall,82,4,False,Defensive,11,False,92632,True,False,Joshua García
16,Lavender Town,Low,Underground Battler,Fairy,52,0,NetBall,58,3,False,Unpredictable,7,False,14194,True,False,David Williams
39,Celadon City,High,Fisherman,Ghost,35,1,MasterBall,71,6,False,Unpredictable,14,True,188664,False,True,Paul Ramirez
43,Saffron City,Low,Black Market Dealer,Bug,85,0,DuskBall,72,6,False,Aggressive,16,False,23993,True,False,Ryan Moore
33,Saffron City,Middle,Casino Worker,Fighting,9,0,DuskBall,50,0,False,Unpredictable,2,False,37019,True,False,Brian García
60,Cerulean City,High,Police Officer,Water,31,0,MasterBall,85,4,False,Defensive,4,False,94156,True,False,Charles Smith
41,Cerulean City,Low,Scientist,Ground,43,0,LuxuryBall,64,0,False,Defensive,14,False,268,True,False,Adam Martin
48,Saffron City,Middle,PokéMart Seller,Dragon,55,1,DarkBall,33,2,False,Defensive,24,True,256814,False,True,Steven Hernández
52,Celadon City,Low,Black Market Dealer,Fairy,49,0,NetBall,67,3,False,Defensive,5,False,86378,True,False,Jacob Clark
40,Pallet Town,Low,Daycare Worker,Grass,81,0,DuskBall,48,3,False,Aggressive,3,False,27049,True,False,Paul Wilson
39,Fuchsia City,Low,Daycare Worker,Dark,67,0,GreatBall,50,4,False,Defensive,25,False,69299,True,False,Ryan Martínez
63,Vermilion City,High,Nurse,Fairy,19,0,HealBall,72,4,False,Aggressive,11,False,22650,True,False,William Sanchez
30,Saffron City,Middle,Elite Trainer,Poison,7,0,DarkBall,81,1,False,Unpredictable,16,False,12867,True,False,Michael García
62,Cinnabar Island,Middle,Researcher,Fairy,33,0,HealBall,38,1,False,Aggressive,3,False,28083,True,False,Steven Smith
68,Cinnabar Island,High,Rocket Grunt,Electric,97,0,HealBall,65,2,False,Defensive,7,False,93443,True,False,Adam Thomas
43,Vermilion City,High,Nurse,Dragon,19,0,MasterBall,22,4,False,Defensive,3,False,61784,True,False,Paul Brown
31,Fuchsia City,Low,Scientist,Fairy,6,1,PokéBall,78,5,False,Unpredictable,8,False,172509,True,True,Thomas Davis
61,Pewter City,Low,Fisherman,Ghost,75,0,DuskBall,69,0,False,Aggressive,16,False,63196,True,False,Ethan Rodriguez
38,Fuchsia City,Low,Elite Trainer,Fire,62,0,DuskBall,56,0,False,Defensive,14,False,49353,True,False,Ryan Ramirez
68,Vermilion City,Low,Rocket Grunt,Poison,84,0,DarkBall,35,1,False,Unpredictable,3,False,36500,True,False,Anthony Hernández
32,Cerulean City,Middle,Casino Worker,Fairy,90,0,DarkBall,79,1,False,Aggressive,11,False,34740,True,False,Ryan Ramirez
56,Lavender Town,Low,Gym Leader Assistant,Grass,81,0,MasterBall,42,3,False,Defensive,19,False,46966,True,False,Adam Wilson
60,Viridian City,High,Fisherman,Ground,38,0,NetBall,32,1,False,Defensive,10,False,45413,True,False,Andrew García
67,Lavender Town,High,Daycare Worker,Dragon,60,0,PokéBall,70,4,False,Aggressive,9,False,34496,True,False,Charles Lewis
24,Celadon City,High,Casino Worker,Steel,7,0,DuskBall,65,0,False,Defensive,16,False,73855,True,False,Ryan Lopez
10,Vermilion City,Middle,Casino Worker,Poison,63,1,MasterBall,54,1,False,Defensive,19,False,41206,True,True,Aaron Ramirez
63,Vermilion City,High,Rocket Grunt,Ice,26,1,TimerBall,43,0,True,Defensive,12,False,278146,False,True,Aaron Hernández
39,Saffron City,Middle,Elite Trainer,Fairy,43,0,DuskBall,43,3,False,Defensive,7,False,68993,True,False,William Lopez
30,Fuchsia City,High,Biker,Fairy,68,0,UltraBall,84,1,False,Aggressive,10,False,22677,True,False,Michael Lee
28,Cerulean City,High,Police Officer,Poison,94,0,PokéBall,31,3,False,Unpredictable,6,False,34168,True,False,Steven Anderson
48,Cerulean City,Middle,Underground Battler,Bug,31,0,MasterBall,20,0,False,Defensive,21,False,99918,True,False,Richard Brown
41,Celadon City,Low,Champion,Poison,71,0,GreatBall,61,3,False,Defensive,2,False,29275,True,False,James Moore
45,Pewter City,Middle,Fisherman,Poison,68,0,TimerBall,74,1,False,Defensive,9,False,35208,True,False,Kevin Wilson
69,Cerulean City,Middle,Rocket Grunt,Dark,47,0,DuskBall,40,0,False,Aggressive,6,False,34550,True,False,David Williams
26,Cinnabar Island,Low,Breeder,Poison,29,0,MasterBall,64,4,False,Aggressive,23,False,95358,True,False,James Brown
32,Cinnabar Island,Middle,Casino Worker,Psychic,71,0,NetBall,39,1,False,Defensive,6,False,73753,True,False,Mark Ramirez
53,Fuchsia City,Low,Nurse,Steel,97,0,DuskBall,75,0,False,Unpredictable,25,False,86771,True,False,William Williams
49,Pallet Town,Low,Casino Worker,Rock,24,0,UltraBall,74,1,False,Aggressive,7,False,80961,True,False,William Martínez
41,Vermilion City,Low,Casino Worker,Ground,36,0,DuskBall,28,2,False,Unpredictable,18,False,34904,True,False,Ryan Rodriguez
23,Vermilion City,Middle,Scientist,Rock,66,1,GreatBall,65,0,False,Aggressive,18,False,271852,False,True,John White
68,Pallet Town,High,Police Officer,Ground,10,0,UltraBall,27,0,False,Defensive,23,False,84515,True,False,Steven Jackson
15,Pallet Town,Middle,Elite Trainer,Steel,74,0,TimerBall,64,6,False,Aggressive,2,False,64827,True,False,Richard García
64,Saffron City,Low,Police Officer,Ground,43,0,GreatBall,76,4,False,Unpredictable,9,False,67997,True,False,Mark Moore
39,Cinnabar Island,Middle,Daycare Worker,Ground,28,0,PokéBall,52,0,False,Unpredictable,8,True,261176,False,True,Andrew Ramirez
36,Viridian City,Middle,Researcher,Rock,91,0,LuxuryBall,53,5,False,Defensive,5,False,70192,True,False,Mark Wilson
17,Vermilion City,Middle,Gym Leader Assistant,Dragon,23,0,PokéBall,40,0,False,Defensive,1,False,43208,True,False,Christopher Lee
67,Fuchsia City,High,Elite Trainer,Dark,13,0,UltraBall,36,0,False,Defensive,25,False,47794,True,False,Joseph García
43,Viridian City,Middle,Daycare Worker,Poison,48,0,MasterBall,51,4,False,Defensive,4,False,10995,True,False,Daniel Martin
44,Fuchsia City,Middle,Nurse,Flying,10,0,MasterBall,22,0,False,Defensive,3,False,42566,True,False,Brian Hernández
